,case_number,type,country,area,location,species_,date,mes,fatal_(y/n)_limpio,sex,country_,year,age
1190,1968.12.25,Unprovoked,new zealand,South Island,"St. Clair Beach, Dunedin",White Shark,Unknown,,Unknown,M,new zealand,1968.0,17.0
1191,1968.09.15,Unprovoked,new zealand,South Island,Otago Harbor,White Shark,Unknown,,Unknown,M,new zealand,1968.0,24.0
1192,1968.08.08,Unprovoked,columbia,Magdalena Department,"Makuaka Caño, Taganga",Unspecified,Unknown,,Unknown,M,columbia,1968.0,18.0
1193,1968.07.27,Unprovoked,usa,California,"Bodega Rock, Sonoma County",White Shark,Unknown,,Unknown,M,usa,1968.0,25.0
1194,1968.07.16,Unprovoked,usa,South Carolina,"Stono Inlet, near Charleston, Charleston County",Unspecified,Unknown,,Unknown,M,usa,1968.0,33.0
1195,1968.04.29,Invalid,usa,Florida,"Fort Lauderdale, Broward County",Unspecified,Unknown,,Unknown,M,usa,1968.0,63.0
1196,1968.03.25,Unprovoked,south africa,KwaZulu-Natal,Richards Bay,Unspecified,Unknown,,Unknown,M,south africa,1968.0,35.0
1197,1968.03.00,Invalid,usa,Florida,Florida Keys,Unspecified,Unknown,,Unknown,M,usa,1968.0,28.0
1198,1968.02.04,Unprovoked,australia,South Australia,Cape Jervis,Unspecified,Unknown,,Unknown,M,australia,1968.0,26.0
1199,1967.12.30,Unprovoked,south africa,Western Cape Province,Mossel Bay,Unspecified,Unknown,,Unknown,M,south africa,1967.0,22.0
1200,1967.10.17,Unprovoked,usa,Florida,"McArthur Beach, Singer Island, Palm Beach Shores",Unspecified,Unknown,,Unknown,M,usa,1967.0,19.0
1201,1967.08.27,Provoked,usa,California,Ventura,Unspecified,Unknown,,Unknown,M,usa,1967.0,24.0
1202,1967.08.19,Unprovoked,australia,Western Australia,Jurien Bay,White Shark,Unknown,,Unknown,M,australia,1967.0,23.0
1203,1967.08.10,Invalid,australia,New South Wales,Jervis Bay,Unspecified,Unknown,,Unknown,M,australia,1967.0,19.0
1204,1967.08.07,Unprovoked,usa,Florida,Near Key West,Unspecified,Unknown,,Unknown,M,usa,1967.0,15.0
1205,1967.08.00.b,Unprovoked,bahamas,Out Islands,Andros Island,Unspecified,Unknown,,Unknown,M,bahamas,1967.0,41.0
1206,1967.06.13,Provoked,usa,Florida,"Key West, Monroe County",Unspecified,Unknown,,Unknown,M,usa,1967.0,26.0
1207,1967.03.19,Unprovoked,south africa,KwaZulu-Natal,Paradise Reef,White Shark,Unknown,,Unknown,M,south africa,1967.0,32.0
1208,1967.03.12,Provoked,australia,Victoria,Geelong,Grey Shark,Unknown,,Unknown,M,australia,1967.0,36.0
1209,1967.03.09,Unprovoked,new zealand,South Island,St. Kilda Beach,White Shark,Unknown,,Unknown,M,new zealand,1967.0,21.0
1210,1966.10.30,Unprovoked,papua new guinea,New Ireland Province,"Lamassa Island, 16 miles from Lambom Island",Unspecified,Unknown,,Unknown,F,papua new guinea,1966.0,13.0
1211,1966.10.29,Unprovoked,papua new guinea,New Ireland Province,"Mission Beach, Lambon Island, near Duke of York Islands",Unspecified,Unknown,,Unknown,F,papua new guinea,1966.0,8.0
1212,1966.09.27,Unprovoked,australia,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef",Unspecified,Unknown,,Unknown,M,australia,1966.0,32.0
1213,1966.09.10,Unprovoked,australia,Western Australia,Roe Reef off Rottnest Island,Unspecified,Unknown,,Unknown,M,australia,1966.0,43.0
1214,1966.08.21.b,Unprovoked,new britain,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Unspecified,Unknown,,Unknown,F,new britain,1966.0,13.0
1215,1966.08.21.a,Unprovoked,new britain,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Unspecified,Unknown,,Unknown,F,new britain,1966.0,9.0
1216,1966.08.00.b,Invalid,usa,Delaware,Fenwick Island,Unspecified,Unknown,,Unknown,M,usa,1966.0,26.0
1217,1966.08.00.a,Unprovoked,usa,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",Unspecified,Unknown,,Unknown,M,usa,1966.0,8.0
1218,1966.07.19,Provoked,usa,South Carolina,"Folly Beach, Charleston County",Unspecified,Unknown,,Unknown,M,usa,1966.0,34.0
1219,1966.07.03,Invalid,usa,Florida,"Key Biscayne, Miami, Dade County",Unspecified,Unknown,,Unknown,M,usa,1966.0,46.0
1220,1966.06.22,Provoked,usa,New Jersey,"Reeds Bay, Brigantine, Atlantic County",Unspecified,Unknown,,Unknown,M,usa,1966.0,15.0
1221,1966.06.11,Provoked,usa,Florida,"Ft. Lauderdale, Broward County",Unspecified,Unknown,,Unknown,M,usa,1966.0,18.0
1222,1966.06.04,Unprovoked,usa,Texas,Bolivar Peninsula,Unspecified,Unknown,,Unknown,M,usa,1966.0,18.0
1223,1966.05.16.b,Invalid,usa,Florida,"Fernandina Beach, Nassau County",Unspecified,Unknown,,Unknown,M,usa,1966.0,24.0
1224,1966.02.27,Unprovoked,australia,New South Wales,Coledale Beach,White Shark,Unknown,,Unknown,M,australia,1966.0,13.0
1225,1966.01.29,Provoked,south africa,Western Cape Province,Strandfontein Beach,Unspecified,Unknown,,Unknown,M,south africa,1966.0,33.0
1226,1966.01.22,Unprovoked,usa,California,"Pebble Beach, Cypress Point, Monterey County",White Shark,Unknown,,Unknown,M,usa,1966.0,29.0
1227,1966.01.11,Unprovoked,south africa,Eastern Cape Province,Riet River,Unspecified,Unknown,,Unknown,M,south africa,1966.0,16.0
1228,1966.01.09,Unprovoked,south africa,KwaZulu-Natal,Umkomaas,Unspecified,Unknown,,Unknown,M,south africa,1966.0,15.0
1229,1966.01.05,Unprovoked,usa,Florida,"Hollywood, Broward County",Unspecified,Unknown,,Unknown,M,usa,1966.0,35.0
1230,1966.00.00,Invalid,usa,California,"Huntington Beach, Orange County",Unspecified,Unknown,,Unknown,F,usa,1966.0,15.0
1231,1965.11.03.a,Unprovoked,australia,Queensland,Oak Beach,Grey Shark,Unknown,,Unknown,M,australia,1965.0,24.0
1232,1965.04.25,Invalid,usa,California,"Pacifica, San Mateo County",Unspecified,Unknown,,Unknown,M,usa,1965.0,19.0
1233,1965.04.10,Unprovoked,usa,Florida,American Shoals off Key West,White Shark,Unknown,,Unknown,M,usa,1965.0,28.0
1234,1965.04.04.b,Unprovoked,palau,Western Caroline Islands,Koror,Tiger Shark,Unknown,,Unknown,M,palau,1965.0,8.0
1235,1965.04.04.a,Unprovoked,usa,Florida,"Juno Beach, Palm Beach County",Unspecified,Unknown,,Unknown,M,usa,1965.0,17.0
1236,1965.03.14,Unprovoked,usa,Florida,"Pompano Beach, Palm Beach County",Unspecified,Unknown,,Unknown,M,usa,1965.0,16.0
1237,1965.02.14,Unprovoked,south africa,KwaZulu-Natal,Amatikulu,Unspecified,Unknown,,Unknown,M,south africa,1965.0,25.0
1238,1965.02.04,Unprovoked,usa,Massachusetts,"Granite Pier, Rockport",Unspecified,Unknown,,Unknown,M,usa,1965.0,18.0
1239,1965.01.23,Unprovoked,south africa,KwaZulu-Natal,"Country Club Beach, Durban",White Shark,Unknown,,Unknown,M,south africa,1965.0,22.0
1240,1964.12.25,Unprovoked,south africa,Eastern Cape Province,Port Alfred,Unspecified,Unknown,,Unknown,M,south africa,1964.0,19.0
1241,1964.12.09,Unprovoked,papua new guinea,Bougainville (North Solomons),"Off Sing Village, Buka Island",Unspecified,Unknown,,Unknown,M,papua new guinea,1964.0,28.0
1242,1964.11.29,Unprovoked,australia,Victoria ,Lady Julia Percy Island,White Shark,Unknown,,Unknown,M,australia,1964.0,25.0
1243,1964.10.04,Unprovoked,australia,Western Australia,"Avalon Beach, near Mandurah, 50 miles south of Perth",Grey Shark,Unknown,,Unknown,M,australia,1964.0,19.0
1244,1964.09.07,Unprovoked,taiwan,Northern Taiwan,Tamsui Beach,Unspecified,Unknown,,Unknown,M,taiwan,1964.0,20.0
1245,1964.08.23,Unprovoked,mexico,Guerrero,Acapulco,Unspecified,Unknown,,Unknown,M,mexico,1964.0,19.0
1246,1964.08.22,Invalid,usa,Florida,5 miles south of Palm Beach,Unspecified,Unknown,,Unknown,M,usa,1964.0,18.0
1247,1964.08.08,Unprovoked,usa,Florida,"2 miles off Jupiter, Palm Beach County",Unspecified,Unknown,,Unknown,M,usa,1964.0,28.0
1248,1964.06.28,Invalid,usa,New York,Long Island,Unspecified,Unknown,,Unknown,F,usa,1964.0,29.0
1249,1964.06.02,Invalid,south africa,KwaZulu-Natal,Port Edward,Unspecified,Unknown,,Unknown,M,south africa,1964.0,40.0
1250,1964.05.08,Unprovoked,fiji,Vita Levu,Naviti,Tiger Shark,Unknown,,Unknown,M,fiji,1964.0,35.0
1251,1964.03.05,Unprovoked,usa,Florida,"Fort Lauderdale, Broward County",Unspecified,Unknown,,Unknown,M,usa,1964.0,38.0
1252,1964.02.10,Unprovoked,new zealand,North Island,"West of Pukerua Bay, Wellington",White Shark,Unknown,,Unknown,M,new zealand,1964.0,26.0
1253,1964.02.08,Unprovoked,south africa,Western Cape Province,Muizenberg,White Shark,Unknown,,Unknown,M,south africa,1964.0,25.0
1254,1964.02.05.a,Unprovoked,new zealand,South Island,"St. Clair Beach, Dunedin",White Shark,Unknown,,Unknown,M,new zealand,1964.0,19.0
1255,1964.02.02,Invalid,australia,Queensland,Brisbane,Unspecified,Unknown,,Unknown,M,australia,1964.0,23.0
1256,1964.01.11,Unprovoked,usa,California,Southeast Farallon Island,White Shark,Unknown,,Unknown,M,usa,1964.0,21.0
1257,1963.12.29,Unprovoked,south africa,KwaZulu-Natal,"Catfish Rock, between Salt Rock & Shakas Rock",Unspecified,Unknown,,Unknown,F,south africa,1963.0,20.0
1258,1963.12.26.b,Unprovoked,south africa,KwaZulu-Natal,Umhlanga Rocks,Unspecified,Unknown,,Unknown,M,south africa,1963.0,24.0
1259,1963.12.22.a,Provoked,south africa,KwaZulu-Natal,"Next to West Street groyne, Durban",Unspecified,Unknown,,Unknown,M,south africa,1963.0,13.0
1260,1963.12.20.a,Unprovoked,south africa,KwaZulu-Natal,Umvoti,Unspecified,Unknown,,Unknown,M,south africa,1963.0,15.0
1261,1963.12.08,Unprovoked,australia,South Australia,55 miles south of Adelaide,White Shark,Unknown,,Unknown,M,australia,1963.0,23.0
1262,1963.11.30.b,Unprovoked,new zealand,South Island,"Charteris Bay, Lyttleton Harbour",Unspecified,Unknown,,Unknown,M,new zealand,1963.0,20.0
1263,1963.11.30.a,Provoked,papua new guinea,Gulf Province,"Kukipi, 150 miles west of Port Moresby in the Lakekamu River area",Tiger Shark,Unknown,,Unknown,F,papua new guinea,1963.0,18.0
1264,1963.11.28,Unprovoked,fiji, Lau Province,"Dravuwalu, Totoya Island",Tiger Shark,Unknown,,Unknown,F,fiji,1963.0,21.0
1265,1963.11.04,Unprovoked,palau,Western Caroline Islands,Koror,Unspecified,Unknown,,Unknown,M,palau,1963.0,35.0
1266,1963.10.16,Unprovoked,usa,Florida,"Biltmore Beach, near Panama City",Unspecified,Unknown,,Unknown,M,usa,1963.0,28.0
1267,1963.09.22,Unprovoked,solomon islands,Ysabel Island,Susukana Plantation,Unspecified,Unknown,,Unknown,M,solomon islands,1963.0,30.0
1268,1963.09.13,Provoked,australia,New South Wales,Wanda Beach,Unspecified,Unknown,,Unknown,M,australia,1963.0,18.0
1269,1963.09.10,Provoked,usa,Florida,"Snapper Point Jetty, Miami, Dade County",Unspecified,Unknown,,Unknown,M,usa,1963.0,16.0
1270,1963.07.28,Unprovoked,federated states of micronesia,Eastern Caroline Islands,"Koop Reef, Truk (Chuuk)",Tiger Shark,Unknown,,Unknown,M,federated states of micronesia,1963.0,26.0
1271,1963.06.01.b,Unprovoked,greece,Thessaly,near Trikerion Island,White Shark,Unknown,,Unknown,F,greece,1963.0,42.0
1272,1963.06.01.a,Provoked,papua new guinea,Central Province,Near Fisherman's Island,Unspecified,Unknown,,Unknown,M,papua new guinea,1963.0,30.0
1273,1963.04.20,Unprovoked,usa,US Virgin Islands,"St. Thomas, Magens Bay",Unspecified,Unknown,,Unknown,M,usa,1963.0,25.0
1274,1963.04.12,Unprovoked,usa,Hawaii,"Awili, South Kona, Hawai'i",Unspecified,Unknown,,Unknown,M,usa,1963.0,15.0
1275,1963.02.24,Unprovoked,australia,New South Wales,Wombarra Beach near Austinmeer,Unspecified,Unknown,,Unknown,M,australia,1963.0,18.0
1276,1963.02.08,Unprovoked,fiji,Lomaiviti  Island Group,"Taibaisa Passage, Gau Island",White Shark,Unknown,,Unknown,M,fiji,1963.0,28.0
1277,1963.01.28,Unprovoked,australia,New South Wales,"Sugarloaf Bay, Middle Harbour, Sydney",Bull Shark,Unknown,,Unknown,F,australia,1963.0,32.0
1278,1963.01.26,Invalid,australia,New South Wales,Evans Head,Unspecified,Unknown,,Unknown,M,australia,1963.0,25.0
1279,1963.01.11,Unprovoked,south africa,KwaZulu-Natal,"Peace Cottage, Umdhloti",Unspecified,Unknown,,Unknown,M,south africa,1963.0,27.0
1280,1963.01.06,Unprovoked,south africa,KwaZulu-Natal,"Selection Reef, Umdhloti",Unspecified,Unknown,,Unknown,M,south africa,1963.0,24.0
1281,1962.12.09,Unprovoked,australia,South Australia,Carrickalinga Head,White Shark,Unknown,,Unknown,M,australia,1962.0,16.0
1282,1962.11.11,Unprovoked,usa,California,Farallon Islands,White Shark,Unknown,,Unknown,M,usa,1962.0,24.0
1283,1962.10.25,Unprovoked,mexico,Veracruz,"Villa del Mar Beach, Veracruz",Unspecified,Unknown,,Unknown,M,mexico,1962.0,32.0
1284,1962.09.30,Unprovoked,british west indies,Grand Turk Island,Long Cay,Unspecified,Unknown,,Unknown,M,british west indies,1962.0,24.0
1285,1962.09.02,Unprovoked,italy,Tyrrhenian Sea,"Circeo, Secca del Quadro",White Shark,Unknown,,Unknown,M,italy,1962.0,28.0
1286,1962.08.30.a,Provoked,papua new guinea,Northern District,Kufulu Point,Unspecified,Unknown,,Unknown,M,papua new guinea,1962.0,49.0
1287,1962.08.29,Provoked,usa,California,"Solana Beach, San Diego County",Unspecified,Unknown,,Unknown,M,usa,1962.0,39.0
1288,1962.08.19,Unprovoked,usa,Texas,"Off Andy Bowie Park, Padre Island, near Port Isabel",Unspecified,Unknown,,Unknown,M,usa,1962.0,40.0
1289,1962.08.12,Unprovoked,usa,New Jersey,"Manasquan, Ocean County",Unspecified,Unknown,,Unknown,M,usa,1962.0,24.0
1290,1962.07.19,Provoked,usa,California,30 miles south of San Clemente Island,Unspecified,Unknown,,Unknown,M,usa,1962.0,19.0
1291,1962.06.17,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Unspecified,Unknown,,Unknown,M,usa,1962.0,11.0
1292,1962.06.04,Provoked,usa,California,"12' tank at Steinhart Aquarium, San Francisco",Unspecified,Unknown,,Unknown,M,usa,1962.0,55.0
1293,1962.04.07,Unprovoked,south africa,KwaZulu-Natal,Umhlali,Unspecified,Unknown,,Unknown,M,south africa,1962.0,13.0
1294,1962.03.24,Unprovoked,papua new guinea,Madang,Matukar village ,Unspecified,Unknown,,Unknown,M,papua new guinea,1962.0,10.0
1295,1962.02.05,Unprovoked,south africa,KwaZulu-Natal,Winkelspruit,White Shark,Unknown,,Unknown,M,south africa,1962.0,13.0
1296,1962.02.04,Unprovoked,australia,Queensland,Greenmount Beach,Unspecified,Unknown,,Unknown,M,australia,1962.0,35.0
1297,1962.01.27,Unprovoked,new zealand,South Island,Oreti Beach,Unspecified,Unknown,,Unknown,M,new zealand,1962.0,18.0
1298,1962.01.18,Invalid,south africa,KwaZulu-Natal,Margate,Unspecified,Unknown,,Unknown,M,south africa,1962.0,40.0
1299,1962.01.14.c,Unprovoked,usa,California,Farallon Islands,White Shark,Unknown,,Unknown,M,usa,1962.0,29.0
1300,1962.01.14.a,Unprovoked,australia,New South Wales,"Lennox Head, Ballina",Unspecified,Unknown,,Unknown,M,australia,1962.0,19.0
1301,1962.01.11.b,Unprovoked,papua new guinea,"10ºS, 142ºE",Jukuataia Village,White Shark,Unknown,,Unknown,M,papua new guinea,1962.0,24.0
1302,1962.01.11.a,Unprovoked,new zealand,South Island,"Fairdown Beach, 5 miles north of Westport",Unspecified,Unknown,,Unknown,F,new zealand,1962.0,54.0
1303,1962.01.01,Unprovoked,marshall islands,Kwajalein Atoll,Roi-namur Island,Unspecified,Unknown,,Unknown,M,marshall islands,1962.0,57.0
1304,1961.12.28.c,Unprovoked,australia,Queensland,"Lambert's Beach, Mackay",Unspecified,Unknown,,Unknown,F,australia,1961.0,18.0
1305,1961.12.28.b,Unprovoked,australia,Queensland,"Lamberts Beach, Mackay",Unspecified,Unknown,,Unknown,M,australia,1961.0,24.0
1306,1961.12.28.a,Unprovoked,south africa,KwaZulu-Natal,Umhlanga Rocks,Unspecified,Unknown,,Unknown,M,south africa,1961.0,18.0
1307,1961.12.27,Provoked,australia,Western Australia,"North of main swimming area in Waterman's Bay Beach, Perth",Grey Shark,Unknown,,Unknown,M,australia,1961.0,23.0
1308,1961.12.18.a,Unprovoked,australia,Queensland,Noosa Heads,Unspecified,Unknown,,Unknown,M,australia,1961.0,22.0
1309,1961.12.13,Unprovoked,australia,Torres Strait,"Horn Island, near Thursday Island",Unspecified,Unknown,,Unknown,M,australia,1961.0,17.0
1310,1961.09.24.b,Unprovoked,croatia,Primorje-Gorski Kotar County ,"Opatija, northwestern coast of Rijeka Bay",White Shark,Unknown,,Unknown,M,croatia,1961.0,19.0
1311,1961.08.20,Unprovoked,usa,California,"Portuguese Beach at mouth of Salmon Creek, Sonoma County",White Shark,Unknown,,Unknown,M,usa,1961.0,16.0
1312,1961.08.16,Unprovoked,usa,South Carolina,"Pawleys Island, Georgetown County",White Shark,Unknown,,Unknown,M,usa,1961.0,19.0
1313,1961.08.02,Unprovoked,usa,Hawaii,"Pearl Harbor Channel, O'ahu",Unspecified,Unknown,,Unknown,M,usa,1961.0,38.0
1314,1961.07.29,Provoked,usa,New York,Whitewood Point on Lloyd Neck in Oyster Bay,Unspecified,Unknown,,Unknown,M,usa,1961.0,57.0
1315,1961.07.00.b,Unprovoked,italy,Adriatic Sea,Riccione,White Shark,Unknown,,Unknown,M,italy,1961.0,21.0
1316,1961.05.21,Unprovoked,usa,California,"Tomales Point, Marin County",White Shark,Unknown,,Unknown,M,usa,1961.0,20.0
1317,1961.05.15,Unprovoked,usa,Florida,"Laguna Beach, Bay County",Unspecified,Unknown,,Unknown,M,usa,1961.0,52.0
1318,1961.04.30,Invalid,usa,Florida,Palm Beach County,Unspecified,Unknown,,Unknown,M,usa,1961.0,10.0
1319,1961.04.21,Unprovoked,mozambique,Gaza,"Sepulveda Beach, Xai Xai",Unspecified,Unknown,,Unknown,M,mozambique,1961.0,37.0
1320,1961.04.14,Unprovoked,australia,New South Wales,10 miles off Nambucca Heads  onboard trawler,Unspecified,Unknown,,Unknown,M,australia,1961.0,40.0
1321,1961.04.09,Unprovoked,mozambique,Gaza,Xai Xai,Unspecified,Unknown,,Unknown,M,mozambique,1961.0,38.0
1322,1961.03.18,Unprovoked,australia,Victoria,Lady Beach at Warrnambool,Unspecified,Unknown,,Unknown,M,australia,1961.0,24.0
1323,1961.03.12,Unprovoked,australia,South Australia,Aldinga Beach,White Shark,Unknown,,Unknown,M,australia,1961.0,21.0
1324,1961.03.09,Unprovoked,north pacific ocean,Wake Island (EnenKio),"Leeward side of island, directly in back of Mid-Pac barrel storage area",Grey Shark,Unknown,,Unknown,M,north pacific ocean,1961.0,33.0
1325,1961.02.12,Unprovoked,south africa,Western Cape Province,Sea Point,Unspecified,Unknown,,Unknown,M,south africa,1961.0,27.0
1326,1961.02.01.b,Unprovoked,south africa,Eastern Cape Province,Nahoon,Unspecified,Unknown,,Unknown,M,south africa,1961.0,14.0
1327,1961.01.22,Unprovoked,south africa,KwaZulu-Natal,Amanzimtoti,White Shark,Unknown,,Unknown,M,south africa,1961.0,15.0
1328,1961.01.15,Provoked,australia,New South Wales,Cook Island,Unspecified,Unknown,,Unknown,M,australia,1961.0,27.0
1329,1961.01.06.c,Unprovoked,south africa,KwaZulu-Natal,Winkelspruit,White Shark,Unknown,,Unknown,M,south africa,1961.0,13.0
1330,1960.12.24,Unprovoked,south africa,KwaZulu-Natal,Margate,White Shark,Unknown,,Unknown,M,south africa,1960.0,25.0
1331,1960.12.20,Unprovoked,australia,Queensland,"Colleges Crossing, 54 miles above mouth of the Brisbane River",Grey Shark,Unknown,,Unknown,M,australia,1960.0,33.0
1332,1960.11.27,Unprovoked,australia,Queensland,"Blacks Beach, 9 miles north of Mackay",Unspecified,Unknown,,Unknown,M,australia,1960.0,41.0
1333,1960.08.10,Provoked,usa,Florida,Key Largo Sound,Lemon Shark,Unknown,,Unknown,M,usa,1960.0,15.0
1334,1960.07.03,Provoked,usa,Virginia,Hog Island,Unspecified,Unknown,,Unknown,M,usa,1960.0,41.0
1335,1960.06.24,Unprovoked,usa,Florida,"2 miles east of Dania Beach, Broward County",Unspecified,Unknown,,Unknown,M,usa,1960.0,39.0
1336,1960.05.24,Unprovoked,bermuda,Paget,Elbow Beach /  Coral Beach,Unspecified,Unknown,,Unknown,M,bermuda,1960.0,25.0
1337,1960.05.19,Unprovoked,usa,California,"Aptos, Santa Cruz County",White Shark,Unknown,,Unknown,F,usa,1960.0,16.0
1338,1960.04.30,Unprovoked,south africa,KwaZulu-Natal,Amanzimtoti,White Shark,Unknown,,Unknown,M,south africa,1960.0,16.0
1339,1960.04.24,Unprovoked,usa,California,"Tomales Point, Marin County",White Shark,Unknown,,Unknown,M,usa,1960.0,48.0
1340,1960.04.14,Invalid,bermuda,"33N, 68W",Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,Unspecified,Unknown,,Unknown,M,bermuda,1960.0,21.0
1341,1960.04.12,Unprovoked,australia,New South Wales,"Horseshoe Bay, near Kempsey",White Shark,Unknown,,Unknown,M,australia,1960.0,17.0
1342,1960.03.31,Unprovoked,usa,Florida,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County",Unspecified,Unknown,,Unknown,M,usa,1960.0,42.0
1343,1960.02.29,Unprovoked,australia,Tasmania,Ralph Bay,Unspecified,Unknown,,Unknown,M,australia,1960.0,30.0
1344,1960.02.27.a,Invalid,usa,Hawaii,"Between Keawakapu & Makena, Maui",Unspecified,Unknown,,Unknown,M,usa,1960.0,36.0
1345,1960.01.16,Unprovoked,australia,New South Wales,"Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney",Bull Shark,Unknown,,Unknown,M,australia,1960.0,13.0
1346,1959.11.29,Unprovoked,australia,Victoria,"Fairhaven Beach, Lorne",Unspecified,Unknown,,Unknown,M,australia,1959.0,19.0
1347,1959.11.28,Unprovoked,australia,Queensland,"North Burleigh, near Brisbane",Unspecified,Unknown,,Unknown,M,australia,1959.0,17.0
1348,1959.11.22,Unprovoked,australia,Queensland,"Surfer's Paradise, Northcliffe",Unspecified,Unknown,,Unknown,M,australia,1959.0,19.0
